yyyy,mm,tmax_degC,tmin_degC,af_days,rain_mm,sun_hours,Date,quartal
1911,1,---,---,---,107.7,---,Jan-11,1
1911,2,---,---,---,233.6,---,Feb-11,1
1911,3,---,---,---,73.5,---,Mar-11,1
1911,4,---,---,---,172.4,---,Apr-11,2
1911,5,---,---,---,87.9,---,May-11,2
1911,6,---,---,---,87.3,---,Jun-11,2
1911,7,---,---,---,58.7,---,Jul-11,3
1911,8,---,---,---,82,---,Aug-11,3
1911,9,---,---,---,72.1,---,Sep-11,3
1911,10,---,---,---,136.3,---,Oct-11,4
1911,11,---,---,---,208.8,---,Nov-11,4
1911,12,---,---,---,228.9,---,Dec-11,4
1912,1,---,---,---,96.6,---,Jan-12,1
1912,2,---,---,---,108.9,---,Feb-12,1
1912,3,---,---,---,188.1,---,Mar-12,1
1912,4,---,---,---,26,---,Apr-12,2
1912,5,---,---,---,46.8,---,May-12,2
1912,6,---,---,---,157.9,---,Jun-12,2
1912,7,---,---,---,91.9,---,Jul-12,3
1912,8,---,---,---,141.1,---,Aug-12,3
1912,9,---,---,---,62.3,---,Sep-12,3
1912,10,---,---,---,146.3,---,Oct-12,4
1912,11,---,---,---,139.2,---,Nov-12,4
1912,12,---,---,---,293.8,---,Dec-12,4
1913,1,---,---,---,113.9,---,Jan-13,1
1913,2,---,---,---,121,---,Feb-13,1
1913,3,---,---,---,193.2,---,Mar-13,1
1913,4,---,---,---,165.6,---,Apr-13,2
1913,5,---,---,---,105.2,---,May-13,2
1913,6,---,---,---,75.4,---,Jun-13,2
1913,7,---,---,---,25.3,---,Jul-13,3
1913,8,---,---,---,59.9,---,Aug-13,3
1913,9,---,---,---,63.6,---,Sep-13,3
1913,10,---,---,---,113.5,---,Oct-13,4
1913,11,---,---,---,171.1,---,Nov-13,4
1913,12,---,---,---,141.1,---,Dec-13,4
1914,1,4.4,0.1,---,129.4,---,Jan-14,1
1914,2,6.8,1.3,---,216,---,Feb-14,1
1914,3,6.4,-0.1,---,157.4,---,Mar-14,1
1914,4,12.4,1,---,78.3,---,Apr-14,2
1914,5,12.2,3.6,---,72.9,---,May-14,2
1914,6,16.7,6.6,---,38.3,---,Jun-14,2
1914,7,17.7,8.8,---,81.7,---,Jul-14,3
1914,8,17.4,8.4,---,90.1,---,Aug-14,3
1914,9,14.9,5.9,---,88.3,---,Sep-14,3
1914,10,11.3,4.2,---,45.1,---,Oct-14,4
1914,11,7.6,1.9,---,163.9,---,Nov-14,4
1914,12,4.7,-0.1,---,197.8,---,Dec-14,4
1915,1,4.1,-0.8,---,87.8,---,Jan-15,1
1915,2,4.4,-1,---,218.4,---,Feb-15,1
1915,3,6.7,-1.1,---,31.5,---,Mar-15,1
1915,4,9.9,0.8,---,89.3,---,Apr-15,2
1915,5,13.3,1.8,---,34.3,---,May-15,2
1915,6,16.7,5.8,---,31.5,---,Jun-15,2
1915,7,16.1,7.1,---,120.8,---,Jul-15,3
1915,8,16.8,8.7,---,69.3,---,Aug-15,3
1915,9,15,5.5,---,47.5,---,Sep-15,3
1915,10,10.8,2.9,---,59.9,---,Oct-15,4
1915,11,4.1,-3.8,---,96.9,---,Nov-15,4
1915,12,4.7,-0.5,---,201,---,Dec-15,4
1916,1,7.6,2.5,---,276.7,---,Jan-16,1
1916,2,3.9,-1.3,---,171.1,---,Feb-16,1
1916,3,3.2,-1.8,---,65.3,---,Mar-16,1
1916,4,9.6,1.1,---,139.5,---,Apr-16,2
1916,5,12.9,2.9,---,142.2,---,May-16,2
1916,6,14.2,5.1,---,85.5,---,Jun-16,2
1916,7,17.4,8.4,---,156.6,---,Jul-16,3
1916,8,18.4,8.8,---,119.4,---,Aug-16,3
1916,9,14.4,6.3,---,71,---,Sep-16,3
1916,10,10.6,3.4,---,265.5,---,Oct-16,4
1916,11,7.9,2.9,---,164.1,---,Nov-16,4
1916,12,3.6,-1.4,---,139.5,---,Dec-16,4
1917,1,2,-1.7,---,116.3,---,Jan-17,1
1917,2,2.1,-3.8,---,29.4,---,Feb-17,1
1917,3,4.6,-2.9,---,70,---,Mar-17,1
1917,4,6.8,-1.7,---,122.7,---,Apr-17,2
1917,5,14.2,4.1,---,102.4,---,May-17,2
1917,6,16.2,5.5,---,81.2,---,Jun-17,2
1917,7,18.1,7.8,---,67.3,---,Jul-17,3
1917,8,16.8,9.9,---,221.6,---,Aug-17,3
1917,9,14.6,7.3,---,143.8,---,Sep-17,3
1917,10,8.3,1.2,---,193.7,---,Oct-17,4
1917,11,8.8,3.6,---,163.8,---,Nov-17,4
1917,12,3.8,-2.5,---,94.1,---,Dec-17,4
1918,1,3.8,-2.2,---,214.2,---,Jan-18,1
1918,2,6.7,2.4,---,217.8,---,Feb-18,1
1918,3,6.4,-0.2,---,50.5,---,Mar-18,1
1918,4,9.4,0.4,---,19.8,---,Apr-18,2
1918,5,14.9,4.6,---,80.6,---,May-18,2
1918,6,15.5,4.7,---,48.9,---,Jun-18,2
1918,7,17,7.3,---,103.6,---,Jul-18,3
1918,8,16.7,8.9,---,107.3,---,Aug-18,3
1918,9,12,4.1,---,241.3,---,Sep-18,3
1918,10,10,3.9,---,253.3,---,Oct-18,4
1918,11,6.6,-1.3,---,116,---,Nov-18,4
1918,12,6.3,1.2,---,170.9,---,Dec-18,4
1919,1,3.5,-0.9,---,135.2,---,Jan-19,1
1919,2,2.9,-2.9,---,18.9,---,Feb-19,1
1919,3,3.9,-3.8,---,103.9,---,Mar-19,1
1919,4,9.4,0.6,---,75.4,---,Apr-19,2
1919,5,16.4,5.5,---,49.7,---,May-19,2
1919,6,15.5,6.2,---,62.8,---,Jun-19,2
1919,7,17.1,6.1,---,34.1,---,Jul-19,3
1919,8,17,7.5,---,111.3,---,Aug-19,3
1919,9,13.9,5.6,---,154.3,---,Sep-19,3
1919,10,9.8,2.8,---,72.6,---,Oct-19,4
1919,11,3.6,-2,---,137.6,---,Nov-19,4
1919,12,5.1,0.1,---,259.4,---,Dec-19,4
1920,1,4.9,-0.7,---,213.3,---,Jan-20,1
1920,2,6.7,0.1,---,171.4,---,Feb-20,1
1920,3,7.1,1,---,188.3,---,Mar-20,1
1920,4,8.9,1.6,---,107.7,---,Apr-20,2
1920,5,12.8,4.2,---,200.2,---,May-20,2
1920,6,16.3,6.4,---,70.9,---,Jun-20,2
1920,7,14.8,8,---,152.8,---,Jul-20,3
1920,8,15.6,7.3,---,151.6,---,Aug-20,3
1920,9,14.1,5.7,---,76.8,---,Sep-20,3
1920,10,12.9,4.1,---,53.8,---,Oct-20,4
1920,11,8.8,3.5,---,106.5,---,Nov-20,4
1920,12,4.9,-0.3,---,157.5,---,Dec-20,4
1921,1,7.3,1.5,---,312.7,---,Jan-21,1
1921,2,6.3,-0.4,---,20.6,---,Feb-21,1
1921,3,7.4,1.2,---,225.1,---,Mar-21,1
1921,4,11.1,0.6,---,48.5,---,Apr-21,2
1921,5,13.2,2.6,---,86.7,---,May-21,2
1921,6,17.1,6.3,---,23,---,Jun-21,2
1921,7,19.3,9,---,104.4,---,Jul-21,3
1921,8,16.1,7.7,---,174.5,---,Aug-21,3
1921,9,15.2,5.8,---,69.7,---,Sep-21,3
1921,10,13.5,6.4,---,118.5,---,Oct-21,4
1921,11,6.1,-0.2,---,80.7,---,Nov-21,4
1921,12,7.7,1.4,---,249.1,---,Dec-21,4
1922,1,3.7,-1.6,---,124.6,---,Jan-22,1
1922,2,4.5,-1.1,---,143.7,---,Feb-22,1
1922,3,6.9,-0.7,---,89.2,---,Mar-22,1
1922,4,8.6,-2.6,---,77.6,---,Apr-22,2
1922,5,12,3.6,---,107.9,---,May-22,2
1922,6,15.2,5.8,---,65.5,---,Jun-22,2
1922,7,14.6,6.2,---,173.9,---,Jul-22,3
1922,8,14.6,7.2,---,100.5,---,Aug-22,3
1922,9,13.4,5.1,---,77,---,Sep-22,3
1922,10,10.2,2.5,---,79.1,---,Oct-22,4
1922,11,7.8,1.2,---,92.3,---,Nov-22,4
1922,12,6,0.8,---,149,---,Dec-22,4
1923,1,7.1,1.8,---,141,---,Jan-23,1
1923,2,4.8,0.9,---,157.5,---,Feb-23,1
1923,3,8.7,1.3,---,60.4,---,Mar-23,1
1923,4,8.4,0.7,---,110.3,---,Apr-23,2
1923,5,10.6,2.2,---,92.5,---,May-23,2
1923,6,14.8,5.7,---,53.5,---,Jun-23,2
1923,7,18,10.7,---,137,---,Jul-23,3
1923,8,15.9,7.2,---,261.9,---,Aug-23,3
1923,9,13.1,5.6,---,181.9,---,Sep-23,3
1923,10,10.2,4.2,---,243.3,---,Oct-23,4
1923,11,4.6,-1.5,---,157.1,---,Nov-23,4
1923,12,4.2,-1.3,---,148.8,---,Dec-23,4
1924,1,5.3,-0.2,---,174.9,---,Jan-24,1
1924,2,4.9,-0.1,---,36,---,Feb-24,1
1924,3,6.6,-4.1,---,26,---,Mar-24,1
1924,4,9.2,-0.8,---,98.2,---,Apr-24,2
1924,5,11.8,4.7,---,143.6,---,May-24,2
1924,6,14.9,6.8,---,78.8,---,Jun-24,2
1924,7,15.9,8.9,---,141.6,---,Jul-24,3
1924,8,15.1,8.1,---,167.1,---,Aug-24,3
1924,9,13.7,6.4,---,181.2,---,Sep-24,3
1924,10,11.1,4.3,---,116.2,---,Oct-24,4
1924,11,8.4,1.8,---,130.2,---,Nov-24,4
1924,12,7.8,3.3,---,287,---,Dec-24,4
1925,1,6.1,1.4,---,175.7,---,Jan-25,1
1925,2,4.5,-0.2,---,167.6,---,Feb-25,1
1925,3,6.9,-0.2,---,58.5,---,Mar-25,1
1925,4,9.3,0.4,---,191.1,---,Apr-25,2
1925,5,12.6,5.4,---,236.3,---,May-25,2
1925,6,17.9,6.7,---,30.2,---,Jun-25,2
1925,7,19.2,9,---,63.7,---,Jul-25,3
1925,8,17.2,8.2,---,166,---,Aug-25,3
1925,9,12.9,4.7,---,96,---,Sep-25,3
1925,10,11.4,4.8,---,164.5,---,Oct-25,4
1925,11,4.9,-2.3,---,51.9,---,Nov-25,4
1925,12,3.4,-2.7,---,146.3,---,Dec-25,4
1926,1,5.3,0.7,---,239.5,---,Jan-26,1
1926,2,6.4,1.6,---,201.1,---,Feb-26,1
1926,3,7.7,1.1,---,95.6,---,Mar-26,1
1926,4,11.1,2.2,---,103.2,---,Apr-26,2
1926,5,12,2.6,---,94.7,---,May-26,2
1926,6,15.8,6.6,---,98.5,---,Jun-26,2
1926,7,18.6,9.8,---,142.8,---,Jul-26,3
1926,8,17.3,9.1,---,176.5,---,Aug-26,3
1926,9,14.8,6.8,---,147.1,---,Sep-26,3
1926,10,8.9,1.6,---,153.8,---,Oct-26,4
1926,11,6.4,0.6,---,209.7,---,Nov-26,4
1926,12,5.9,0.7,---,51.3,---,Dec-26,4
1927,1,4.9,0.1,---,207.4,---,Jan-27,1
1927,2,5.7,-1.3,---,87.7,---,Feb-27,1
1927,3,8.1,0.9,---,109.8,---,Mar-27,1
1927,4,8.9,0.4,---,107.4,---,Apr-27,2
1927,5,12.7,2.8,---,103,---,May-27,2
1927,6,13.6,4.7,---,154.1,---,Jun-27,2
1927,7,18,10.1,---,134.5,---,Jul-27,3
1927,8,17.1,8.9,---,193.8,---,Aug-27,3
1927,9,13.6,5.4,---,231.9,---,Sep-27,3
1927,10,11.8,4,---,198.5,---,Oct-27,4
1927,11,6.9,0.8,---,174.8,---,Nov-27,4
1927,12,1.8,-1.6,---,44.6,---,Dec-27,4
1928,1,5.8,0.3,---,394.3,---,Jan-28,1
1928,2,6.8,0.5,---,216.2,---,Feb-28,1
1928,3,6.1,0.5,---,168.5,---,Mar-28,1
1928,4,10.1,1.8,---,45.3,---,Apr-28,2
1928,5,13.6,3.7,---,39.2,---,May-28,2
1928,6,13.7,4.7,---,199.9,---,Jun-28,2
1928,7,15.8,8.6,---,133.1,---,Jul-28,3
1928,8,16.5,8.4,---,240.8,---,Aug-28,3
1928,9,14,4.9,---,111,---,Sep-28,3
1928,10,10.8,3.6,---,300.4,---,Oct-28,4
1928,11,8.2,2.9,---,224,---,Nov-28,4
1928,12,4.7,-2.2,---,149.9,---,Dec-28,4
1929,1,2.6,-2.5,---,56.4,48.4,Jan-29,1
1929,2,2.1,-3.9,---,52.7,59.9,Feb-29,1
1929,3,10.7,-2.2,---,33.4,184.5,Mar-29,1
1929,4,8.2,-0.7,---,40.6,131.5,Apr-29,2
1929,5,13.9,3.9,---,107.5,191.3,May-29,2
1929,6,15,6.1,---,112.7,184.8,Jun-29,2
1929,7,17.2,8.3,---,202.1,158.8,Jul-29,3
1929,8,15.8,8.3,---,196.6,115.1,Aug-29,3
1929,9,15.9,6.5,---,30,100.2,Sep-29,3
1929,10,10.3,3,---,174.6,96,Oct-29,4
1929,11,7.2,1.6,---,277.6,36.8,Nov-29,4
1929,12,5.6,0.8,---,330.9,21.8,Dec-29,4
1930,1,5.3,0.2,---,273.3,22.9,Jan-30,1
1930,2,3.6,-3.4,---,18.6,92.3,Feb-30,1
1930,3,5.7,-0.8,---,101.7,80.5,Mar-30,1
1930,4,9.9,2.8,---,58.5,118.7,Apr-30,2
1930,5,13.9,3.6,---,79.1,162.2,May-30,2
1930,6,17.6,6.8,---,106.1,204,Jun-30,2
1930,7,16.4,9.4,---,142.6,113.1,Jul-30,3
1930,8,16.8,9.4,---,230.6,103.6,Aug-30,3
1930,9,14.6,7.1,---,107.5,80.6,Sep-30,3
1930,10,10.7,4.8,---,297.1,71.3,Oct-30,4
1930,11,6.6,-0.1,---,175.8,59.8,Nov-30,4
1930,12,4.9,0.4,---,136.5,18.3,Dec-30,4
1931,1,3.8,-1.9,---,129.7,56.2,Jan-31,1
1931,2,4.2,-0.6,---,150.5,43.2,Feb-31,1
1931,3,5.7,-2.3,---,28.4,122.5,Mar-31,1
1931,4,9.7,0.9,---,80,120.6,Apr-31,2
1931,5,13.3,4.1,---,116.6,152.4,May-31,2
1931,6,14.5,6.6,---,260.2,92.9,Jun-31,2
1931,7,16.3,9.8,---,145.8,74.8,Jul-31,3
1931,8,16.5,7.3,---,45.8,150.8,Aug-31,3
1931,9,13.8,3.7,---,37.2,74.7,Sep-31,3
1931,10,10.7,2.3,---,135.5,118.6,Oct-31,4
1931,11,8.1,3.4,---,286.1,33.2,Nov-31,4
1931,12,6.5,1.9,---,146.3,26.3,Dec-31,4
1932,1,7.3,1.7,---,297.2,43.3,Jan-32,1
1932,2,6.4,-1.7,---,4.6,106.4,Feb-32,1
1932,3,6.7,-1.1,---,106.3,79.3,Mar-32,1
1932,4,8.7,-0.4,---,134.6,150.5,Apr-32,2
1932,5,12.3,3.8,---,86.2,129.5,May-32,2
1932,6,17.6,6.1,---,48,188.3,Jun-32,2
1932,7,16.8,10,---,197.7,107.3,Jul-32,3
1932,8,17.4,9.3,---,56.5,88.7,Aug-32,3
1932,9,13.7,5.8,---,157.2,100.4,Sep-32,3
1932,10,9.5,1.9,---,230.7,88.3,Oct-32,4
1932,11,7.3,1.3,---,148.3,40.1,Nov-32,4
1932,12,6.4,2.3,---,333.6,35.6,Dec-32,4
1933,1,3.7,-2.7,---,227.3,42.4,Jan-33,1
1933,2,5.1,-0.7,---,146.2,76,Feb-33,1
1933,3,9.6,0.3,---,93.1,126.5,Mar-33,1
1933,4,10.5,2.9,---,77.1,88,Apr-33,2
1933,5,14.2,5.8,---,63.9,126.9,May-33,2
1933,6,18.7,7.5,---,56.1,219.5,Jun-33,2
1933,7,19.9,10.4,---,173.7,175.9,Jul-33,3
1933,8,19,9.1,---,72.6,149.9,Aug-33,3
1933,9,17.2,7.4,---,26.3,152.7,Sep-33,3
1933,10,11.4,3.8,---,94,104.2,Oct-33,4
1933,11,6.7,0.2,---,52.6,43.8,Nov-33,4
1933,12,3.6,-0.8,---,36.8,26.6,Dec-33,4
1934,1,5.7,-0.1,---,284.7,39.7,Jan-34,1
1934,2,7.3,0.7,---,10.1,84.6,Feb-34,1
1934,3,6.2,-1.7,---,113.2,85.9,Mar-34,1
1934,4,8.9,0.9,---,129.2,91.4,Apr-34,2
1934,5,13.2,3.9,---,121.7,144.4,May-34,2
1934,6,17.4,6.9,---,65.7,173.5,Jun-34,2
1934,7,20.4,10,---,64.2,187.1,Jul-34,3
1934,8,16.6,8,---,177.7,108.4,Aug-34,3
1934,9,15.8,7.1,---,181.4,122.8,Sep-34,3
1934,10,10.9,4.3,---,248,60.9,Oct-34,4
1934,11,7,0.8,---,57.5,57.4,Nov-34,4
1934,12,7.5,4.3,---,222.1,12.2,Dec-34,4
1935,1,5.6,0.1,---,82.2,55.5,Jan-35,1
1935,2,6,-0.1,---,195.2,45.6,Feb-35,1
1935,3,8.4,1.7,---,65.3,86.8,Mar-35,1
1935,4,9.4,1.4,---,147.3,97.4,Apr-35,2
1935,5,13.6,2.2,---,29.4,267.7,May-35,2
1935,6,16.2,7.8,---,136.1,118.3,Jun-35,2
1935,7,18.6,8.2,---,62.7,217.2,Jul-35,3
1935,8,18.2,8.4,---,127.9,130.5,Aug-35,3
1935,9,14.2,5.7,---,192.1,92.3,Sep-35,3
1935,10,10,3,---,257.1,51.2,Oct-35,4
1935,11,7,0.9,---,155.7,40.4,Nov-35,4
1935,12,2.9,-2.4,---,70.6,59.9,Dec-35,4
1936,1,3.2,-1.4,---,208,45.2,Jan-36,1
1936,2,3.8,-2.8,---,86,70.7,Feb-36,1
1936,3,7.7,0.8,---,116.4,44.3,Mar-36,1
1936,4,9.4,-1,---,37.3,181.1,Apr-36,2
1936,5,14.8,3.5,---,15.4,187.9,May-36,2
1936,6,17.6,7,---,73.2,166.1,Jun-36,2
1936,7,16.8,9.2,---,174.5,96.4,Jul-36,3
1936,8,17.7,8.7,---,81.7,137.2,Aug-36,3
1936,9,16,8.4,---,142,87.8,Sep-36,3
1936,10,11.3,2.8,---,174,86.7,Oct-36,4
1936,11,6.4,0.3,---,136,53.1,Nov-36,4
1936,12,6.1,0.7,---,240.3,38.9,Dec-36,4
1937,1,5.7,0.6,---,235.1,24.3,Jan-37,1
1937,2,4.8,-0.4,---,161.2,78.7,Feb-37,1
1937,3,3.9,-3.2,---,81.5,95.4,Mar-37,1
1937,4,10.9,3.3,---,73.5,64.2,Apr-37,2
1937,5,14.7,4.9,---,65.7,154.2,May-37,2
1937,6,15.8,7.1,---,104.2,152.5,Jun-37,2
1937,7,17.6,9.2,---,109.7,98.4,Jul-37,3
1937,8,18.7,8.9,---,110,147.1,Aug-37,3
1937,9,14.4,6,---,113.4,114.5,Sep-37,3
1937,10,11.5,4.3,---,94.6,65.4,Oct-37,4
1937,11,7.1,0.6,---,30.1,61.2,Nov-37,4
1937,12,2.8,-2.1,---,121.7,48.6,Dec-37,4
1938,1,6.1,1.1,---,241.6,39.4,Jan-38,1
1938,2,6.3,0.3,---,107.4,60.6,Feb-38,1
1938,3,9.8,3.7,---,97.4,63.7,Mar-38,1
1938,4,11.3,0,---,23.2,177.3,Apr-38,2
1938,5,12.4,3.2,---,157.2,166.7,May-38,2
1938,6,15.1,6.9,---,236.5,161.4,Jun-38,2
1938,7,16,7.6,---,225.2,104.8,Jul-38,3
1938,8,17.8,8.4,---,76.7,156.9,Aug-38,3
1938,9,15.3,6.9,---,124.1,78.7,Sep-38,3
1938,10,11,5,---,290.9,65.3,Oct-38,4
1938,11,9,3.8,---,289.8,27.8,Nov-38,4
1938,12,5.1,0.1,---,114,42.9,Dec-38,4
1939,1,3.9,-1.2,---,171.6,37.7,Jan-39,1
1939,2,6.3,0.9,---,235.2,35,Feb-39,1
1939,3,7.6,0.7,---,142.7,84.7,Mar-39,1
1939,4,10.5,1.8,---,62.8,151.7,Apr-39,2
1939,5,14.3,4.5,---,30.6,156.1,May-39,2
1939,6,17.4,6.6,---,107.5,217.7,Jun-39,2
1939,7,17.1,8.8,---,183.1,119.1,Jul-39,3
1939,8,18.3,9.3,---,59.4,120.6,Aug-39,3
1939,9,15.3,7,---,73.1,85.8,Sep-39,3
1939,10,10,2.1,---,84.3,108.5,Oct-39,4
1939,11,8.5,2.7,---,235.6,30.4,Nov-39,4
1939,12,4.7,-0.9,---,78.6,36.8,Dec-39,4
1940,1,0.8,-6.3,---,85.6,56.5,Jan-40,1
1940,2,3.1,-1.4,---,71.9,41.4,Feb-40,1
1940,3,6.8,-0.7,---,164.8,98.4,Mar-40,1
1940,4,9.9,1.2,---,97.8,87.6,Apr-40,2
1940,5,16,4.4,---,37.3,194.7,May-40,2
1940,6,20.4,6.1,---,39.1,270.6,Jun-40,2
1940,7,16.4,7.9,---,169.4,133.9,Jul-40,3
1940,8,16.7,7.8,---,71,137.4,Aug-40,3
1940,9,13.7,4.6,---,134.8,137.9,Sep-40,3
1940,10,10.7,4.3,---,151.3,48.3,Oct-40,4
1940,11,7.6,2,---,179.6,49.2,Nov-40,4
1940,12,5,-0.2,---,187.5,39.4,Dec-40,4
1941,1,0.6,-4.3,---,41.8,44.4,Jan-41,1
1941,2,3.3,-2.7,---,101.7,54.1,Feb-41,1
1941,3,6,-1.9,---,115.7,81.5,Mar-41,1
1941,4,7.9,0.4,---,74.5,83.5,Apr-41,2
1941,5,12.6,2.1,---,95.4,136.9,May-41,2
1941,6,17,6.6,---,50.3,176.7,Jun-41,2
1941,7,18.2,8.4,---,118.5,153.1,Jul-41,3
1941,8,16.1,7.9,---,181.9,128.5,Aug-41,3
1941,9,16.4,8.4,---,66.5,84.2,Sep-41,3
1941,10,11.8,4.2,---,163.3,95.5,Oct-41,4
1941,11,7.7,1,---,134,56,Nov-41,4
1941,12,6.5,0.6,---,85.2,36,Dec-41,4
1942,1,2.1,-2.8,---,210.9,38.5,Jan-42,1
1942,2,1.7,-5.1,---,73.3,60.6,Feb-42,1
1942,3,5.9,-1.4,---,119.5,90.4,Mar-42,1
1942,4,11.9,1.2,---,80.8,196.6,Apr-42,2
1942,5,13.8,2.7,---,137.7,206.4,May-42,2
1942,6,16.2,5.6,---,28.8,171,Jun-42,2
1942,7,17.2,7.6,---,102,152.5,Jul-42,3
1942,8,16.4,10.2,---,137.3,58.4,Aug-42,3
1942,9,14.1,6.7,---,179,118.5,Sep-42,3
1942,10,10.8,4.7,---,170,62.3,Oct-42,4
1942,11,7.4,-0.6,---,37.7,73,Nov-42,4
1942,12,7.3,1.7,---,234.7,33.3,Dec-42,4
1943,1,4.7,0.1,---,200.6,23.7,Jan-43,1
1943,2,7.6,1.9,---,139.5,59.6,Feb-43,1
1943,3,8.9,0.4,---,60.4,104.1,Mar-43,1
1943,4,11.4,3.7,---,101.9,120.8,Apr-43,2
1943,5,14,2.8,---,172.6,189.5,May-43,2
1943,6,16,6.7,---,154.8,153.6,Jun-43,2
1943,7,17.8,8,---,99,197.5,Jul-43,3
1943,8,16.1,8.2,---,193.9,92.9,Aug-43,3
1943,9,14.4,5.6,---,148.9,83.3,Sep-43,3
1943,10,11.8,4.3,---,256.1,66.5,Oct-43,4
1943,11,7.3,1.2,---,105.9,79.2,Nov-43,4
1943,12,4.9,0,---,68.8,37.7,Dec-43,4
1944,1,6.6,1.1,---,199.5,16.1,Jan-44,1
1944,2,5.2,-1.4,---,91.4,75.7,Feb-44,1
1944,3,8.2,-0.8,---,17,118.5,Mar-44,1
1944,4,11.3,3.9,---,94.7,102,Apr-44,2
1944,5,12.9,3.3,---,97.9,142,May-44,2
1944,6,15.6,6.6,---,142.7,154,Jun-44,2
1944,7,17.7,9.8,---,79.2,79.9,Jul-44,3
1944,8,18.4,8.8,---,107.8,145.9,Aug-44,3
1944,9,13.8,4.8,---,157,91.6,Sep-44,3
1944,10,10.3,2.7,---,115.5,80.8,Oct-44,4
1944,11,6.4,0.7,---,262.6,46.5,Nov-44,4
1944,12,4.8,0.2,---,208.7,41.8,Dec-44,4
1945,1,1.9,-4.3,---,161.4,81.3,Jan-45,1
1945,2,7.3,1.7,---,209.5,46,Feb-45,1
1945,3,9.8,1.3,---,122.4,68.5,Mar-45,1
1945,4,11.7,1.7,---,80.1,169.1,Apr-45,2
1945,5,13.7,3.9,---,160.7,133.8,May-45,2
1945,6,15.8,7.2,---,127.1,144.4,Jun-45,2
1945,7,18.6,8.9,---,99.7,142.5,Jul-45,3
1945,8,18.3,8,---,50.9,181,Aug-45,3
1945,9,15.7,6.9,---,177,72.5,Sep-45,3
1945,10,13.3,5.1,---,156.5,87.9,Oct-45,4
1945,11,8.8,3,---,16.1,44.7,Nov-45,4
1945,12,6.2,-0.2,---,88.1,30.2,Dec-45,4
1946,1,4,-2.8,---,193.5,48.1,Jan-46,1
1946,2,6.8,-0.2,---,99.9,96.8,Feb-46,1
1946,3,7.3,-0.8,---,133.7,89.2,Mar-46,1
1946,4,12,1.7,---,50.1,149.3,Apr-46,2
1946,5,14.8,2.6,---,34.3,254.2,May-46,2
1946,6,15.1,4.9,---,161.9,136,Jun-46,2
1946,7,16.6,9.1,---,116.3,128.2,Jul-46,3
1946,8,15.8,7.1,---,158.8,101.7,Aug-46,3
1946,9,14.2,7.8,---,240.6,54.9,Sep-46,3
1946,10,10.4,3.8,---,22.8,75.9,Oct-46,4
1946,11,8.3,3.3,---,274.3,20.4,Nov-46,4
1946,12,4.2,-1.6,---,165.8,47.1,Dec-46,4
1947,1,3.3,-1.4,---,165.7,26.5,Jan-47,1
1947,2,-0.4,-5.2,---,30.8,61.9,Feb-47,1
1947,3,2.7,-2.5,---,145.1,78.7,Mar-47,1
1947,4,8.8,1.4,---,254,80.2,Apr-47,2
1947,5,15.1,5,---,88.7,149.6,May-47,2
1947,6,16,8.7,---,124.9,104.9,Jun-47,2
1947,7,17.7,9.8,---,114.2,117,Jul-47,3
1947,8,22,9.8,---,0.8,259.7,Aug-47,3
1947,9,15.6,6.3,---,117.2,94.8,Sep-47,3
1947,10,11.9,5.6,---,39.2,56.4,Oct-47,4
1947,11,7.6,0.9,---,220.5,87.5,Nov-47,4
1947,12,5.9,0.9,---,79.4,25.9,Dec-47,4
1948,1,3.9,0.1,---,260,21,Jan-48,1
1948,2,5.7,-0.3,---,148.1,65.5,Feb-48,1
1948,3,11.1,1.1,---,115,130.5,Mar-48,1
1948,4,11.2,1.5,---,111.9,123.5,Apr-48,2
1948,5,15,2.5,---,45,230.8,May-48,2
1948,6,15.2,7.2,---,176,131.1,Jun-48,2
1948,7,17.7,9,---,101.3,160.1,Jul-48,3
1948,8,15.3,8.2,---,253.9,70,Aug-48,3
1948,9,14.1,7.5,---,174.4,83.1,Sep-48,3
1948,10,11,3.8,---,151.5,79.4,Oct-48,4
1948,11,8.6,1.8,---,134.7,56.6,Nov-48,4
1948,12,6.2,0.2,---,200.4,37.3,Dec-48,4
1949,1,6.1,0.3,---,173.1,28,Jan-49,1
1949,2,6.7,0.3,---,164.8,62.7,Feb-49,1
1949,3,7.7,-0.7,---,63.2,134.4,Mar-49,1
1949,4,11,3.6,---,163.8,116.4,Apr-49,2
1949,5,14.2,2.8,---,83.2,204.8,May-49,2
1949,6,18.2,6.6,---,33.2,232.2,Jun-49,2
1949,7,18.6,8.7,---,67.1,172.5,Jul-49,3
1949,8,17.4,10.2,---,93.4,138.8,Aug-49,3
1949,9,17,9.6,---,68.3,132.1,Sep-49,3
1949,10,11.8,6.3,---,190.7,55.2,Oct-49,4
1949,11,7.2,2.1,---,168.2,44.5,Nov-49,4
1949,12,6.3,1.2,---,305,33,Dec-49,4
1950,1,4.8,0.3,---,120.5,34.3,Jan-50,1
1950,2,4.8,-1.3,---,161.8,68.7,Feb-50,1
1950,3,9,0.9,---,173.8,90.4,Mar-50,1
1950,4,8.6,-0.1,---,156.8,112.8,Apr-50,2
1950,5,14.1,4.2,---,57.3,144.3,May-50,2
1950,6,18.1,7.4,---,131.8,185.9,Jun-50,2
1950,7,17.2,9,---,152.5,126.1,Jul-50,3
1950,8,16.4,8.6,---,206.4,114.5,Aug-50,3
